         8          8
       -735       -735
       1703       1703
      -1402      -1402
        194        194
       -400       -400
        974        974
        119        119
        365        365
       -676       -676
       -231       -231
       -416       -416
        517        517
        431        431
        773        773
         79         79
         26         26
       -477       -477
        -67        -67
        -81        -81
        384        384
        161        161
        299        299
        -22        -22
        236        236
        175        175
        531        531
        366        366
        391        391
        -31        -31
        -14        -14
       -202       -202
         89         89
        134        134
        407        407
        292        292
        399        399
        240        240
        446        446
        442        442
        627        627
        448        448
        412        412
        111        111
        116        116
         64         64
        287        287
        302        302
        447        447
        341        341
        409        409
        371        371
        544        544
        547        547
        680        680
        524        524
        509        509
        337        337
        404        404
        391        391
        561        561
        530        530
        585        585
        464        464
        490        490
        441        441
        561        561
        530        530
        609        609
        498        498
        528        528
        449        449
        609        609
        654        654
        823        823
        813        813
        854        854
        744        744
        745        745
        672        672
        746        746
        667        667
        643        643
        508        508
        510        510
        457        457
        588        588
        633        633
        746        746
        740        740
        758        758
        711        711
        793        793
        787        787
        886        886
        863        863
        893        893
        812        812
        852        852
        826        826
        935        935
        934        934
        968        968
        890        890
        868        868
        780        780
        807        807
        795        795
        855        855
        822        822
        829        829
        785        785
        854        854
        877        877
        985        985
       1006       1006
       1041       1041
        968        968
        968        968
        904        904
        967        967
        957        957
        998        998
        988        988
       1006       1006
        967        967
       1056       1056
       1108       1108
       1176       1176
       1155       1155
       1170       1170
       1087       1087
       1079       1079
       1045       1045
       1083       1083
       1077       1077
       1090       1090
       1038       1038
       1057       1057
       1032       1032
       1089       1089
       1102       1102
       1152       1152
       1130       1130
       1134       1134
       1093       1093
       1110       1110
       1150       1150
       1246       1246
       1246       1246
       1319       1319
       1308       1308
       1334       1334
       1341       1341
       1405       1405
       1390       1390
       1385       1385
       1305       1305
       1261       1261
       1191       1191
       1225       1225
       1210       1210
       1279       1279
       1259       1259
       1284       1284
       1275       1275
       1289       1289
       1316       1316
       1374       1374
       1364       1364
       1394       1394
       1343       1343
       1352       1352
       1336       1336
       1388       1388
       1402       1402
       1451       1451
       1438       1438
       1432       1432
       1417       1417
       1447       1447
       1444       1444
